number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount
0,5,5504.139033,0.0,73.0,18.0,45.0,350.4
0,3,4792.810444,24395.0,62.0,35.0,99.0,357.109603
0,1,4187.77657,52471.0,103.0,35.0,57.0,163.955502
0,1,2718.375247,30009.0,68.0,28.0,56.0,317.428826
0,2,8257.666512,23815.0,73.0,4.0,47.0,424.330166
0,2,12663.59666,27739.0,104.0,16.0,22.0,3.200851
0,1,2647.519741,37876.0,69.0,13.0,15.0,300.056383
0,3,4830.908873,0.0,72.0,3.0,64.0,345.6
0,3,4558.428807,14665.0,61.0,6.0,82.0,292.8
1,1,2127.92357,0.0,61.0,11.0,6.0,31.481852
0,1,2546.866098,86595.0,63.0,1.0,77.0,445.621906
1,3,4992.920887,24368.0,68.0,34.0,54.0,326.4
1,2,12741.84754,73054.0,106.0,34.0,36.0,419.365958
0,2,7863.02773,0.0,72.0,9.0,28.0,732.352745
0,1,5131.360525,50994.0,128.0,16.0,48.0,346.387342
0,1,2275.401583,0.0,64.0,23.0,66.0,460.8
0,1,2356.074955,0.0,63.0,22.0,94.0,302.4
1,2,28824.06193,0.0,87.0,13.0,3.0,626.4
0,4,4978.950257,28695.0,64.0,17.0,87.0,221.241837
3,8,6521.368813,72608.0,82.0,26.0,19.0,393.6
0,2,7564.611951,48381.0,63.0,2.0,71.0,302.4
0,7,11631.87866,0.0,152.0,8.0,94.0,1082.814636
0,3,7180.283897,0.0,104.0,30.0,96.0,1210.245916
0,2,12168.74492,14973.0,115.0,2.0,75.0,828.0
1,1,2248.449633,24910.0,63.0,7.0,63.0,347.857619
0,1,2530.332,50577.0,63.0,2.0,8.0,12.444326
1,4,4653.094259,0.0,70.0,1.0,4.0,585.482275
0,1,2354.322179,26184.0,62.0,1.0,92.0,297.6
0,7,8417.159538,20215.0,112.0,10.0,8.0,537.6
0,5,5717.743109,68342.0,72.0,33.0,39.0,148.738098
0,1,4623.536706,0.0,133.0,18.0,2.0,957.6
3,8,6521.368813,72608.0,82.0,26.0,19.0,393.6
1,3,5507.155471,74960.0,69.0,11.0,44.0,107.985836
0,1,2674.730716,56342.0,69.0,12.0,89.0,331.2
0,3,5817.832355,86824.0,72.0,1.0,76.0,189.096179
0,1,4646.387267,37530.0,117.0,26.0,58.0,561.6
0,1,2226.589837,0.0,62.0,19.0,26.0,297.6
0,2,7651.099258,53330.0,65.0,8.0,57.0,224.093027
0,1,2305.056048,0.0,63.0,33.0,34.0,327.685301
0,2,11960.47577,52436.0,76.0,3.0,38.0,109.476994
0,2,11315.20373,11885.0,101.0,18.0,39.0,484.8
0,3,7212.523911,0.0,97.0,26.0,25.0,498.779439
1,1,5255.576016,44536.0,137.0,12.0,22.0,46.949646
0,3,4794.96419,82763.0,61.0,28.0,78.0,245.163042
3,1,2659.70565,0.0,87.0,4.0,4.0,420.041981
0,2,27643.23508,63401.0,113.0,21.0,15.0,52.336233
0,2,10083.48688,11828.0,90.0,18.0,84.0,571.479602
0,5,5687.897911,99747.0,72.0,28.0,87.0,61.536107
0,1,3059.426954,0.0,88.0,26.0,73.0,633.6
0,3,4945.072236,78796.0,61.0,15.0,3.0,292.8
0,3,8609.158215,79090.0,107.0,2.0,74.0,289.040734
0,6,5157.053124,43906.0,65.0,6.0,53.0,468.0
0,1,3748.99343,82189.0,94.0,20.0,17.0,354.081091
0,5,7462.926263,70263.0,93.0,30.0,66.0,7.345946
0,9,9657.579498,0.0,131.0,34.0,61.0,628.8
0,1,2799.470318,78127.0,69.0,5.0,6.0,136.172569
0,1,2759.978287,92296.0,69.0,4.0,65.0,331.2
0,8,5392.499539,0.0,74.0,19.0,8.0,317.109447
3,7,5392.502531,80550.0,68.0,16.0,67.0,265.516965
0,1,3574.990725,51950.0,89.0,34.0,90.0,429.171384
0,9,5608.172012,20392.0,73.0,23.0,85.0,350.4
0,6,4754.653816,30886.0,61.0,8.0,36.0,8.315904
0,1,2239.647297,0.0,66.0,2.0,76.0,475.2
0,2,7356.383518,33089.0,61.0,10.0,61.0,292.8
0,2,13283.86446,0.0,132.0,20.0,22.0,950.4
0,2,6893.171997,0.0,68.0,8.0,72.0,326.4
1,1,3966.129505,72439.0,100.0,5.0,22.0,480.0
0,2,16548.85665,81639.0,82.0,33.0,26.0,47.952426
0,3,5447.201066,68815.0,68.0,29.0,37.0,114.743385
0,3,4644.90392,0.0,63.0,0.0,42.0,94.958688
0,6,5318.89664,25134.0,67.0,3.0,0.0,321.6
0,1,2491.257604,25965.0,65.0,23.0,27.0,329.206567
1,2,12296.49757,55193.0,105.0,8.0,22.0,504.0
0,6,6273.911874,18577.0,86.0,21.0,76.0,412.8
0,3,6366.225775,44368.0,80.0,5.0,72.0,384.0
0,3,6005.847375,13528.0,86.0,21.0,35.0,412.8
0,2,11981.98481,21514.0,62.0,0.0,59.0,257.248789
0,2,11885.96797,0.0,105.0,7.0,20.0,756.0
1,3,4717.62873,20355.0,61.0,4.0,6.0,439.2
2,9,4778.682644,0.0,73.0,8.0,17.0,350.4
3,1,2402.333284,46210.0,61.0,24.0,44.0,439.2
3,2,13197.92893,0.0,68.0,19.0,2.0,326.4
0,2,29232.69297,28613.0,114.0,17.0,8.0,820.8
0,2,8509.850887,26057.0,74.0,3.0,63.0,523.888845
0,3,4774.379355,0.0,73.0,1.0,31.0,525.6
0,5,9113.694323,76700.0,112.0,13.0,60.0,322.046658
0,3,7663.871432,0.0,109.0,5.0,95.0,523.2
0,1,2599.968438,45181.0,65.0,21.0,68.0,312.0
1,8,8819.018934,99845.0,110.0,23.0,25.0,528.0
0,3,6857.519928,0.0,101.0,31.0,1.0,1021.719397
0,6,7109.341438,92423.0,88.0,5.0,79.0,404.243868
0,1,2842.822337,43793.0,71.0,8.0,31.0,16.150175
2,2,12846.4477,93210.0,107.0,6.0,9.0,513.6
1,1,3498.773857,58484.0,88.0,15.0,65.0,43.542559
0,8,6005.214792,26876.0,76.0,17.0,72.0,364.8
0,1,4344.524462,48054.0,109.0,2.0,64.0,523.2
0,2,25401.51859,36800.0,91.0,20.0,18.0,236.63519
4,7,4466.977478,28663.0,61.0,15.0,8.0,292.8
0,3,7849.125533,54431.0,97.0,19.0,62.0,284.49502
0,1,4250.775183,27608.0,108.0,30.0,89.0,308.953614
1,3,6073.241952,22103.0,89.0,4.0,74.0,427.2
0,9,6729.867925,0.0,103.0,13.0,20.0,741.6
0,1,2588.860221,46168.0,65.0,1.0,7.0,312.0
0,3,7305.936433,83221.0,91.0,21.0,63.0,14.386157
0,9,8531.401125,98677.0,105.0,3.0,40.0,108.025547
0,2,8618.295865,46379.0,72.0,11.0,57.0,345.6
0,5,4957.033603,62803.0,62.0,16.0,12.0,400.959425
0,4,9624.938903,0.0,134.0,26.0,88.0,964.8
2,3,7080.131872,28139.0,97.0,31.0,65.0,465.6
0,3,7053.302737,52982.0,89.0,8.0,54.0,31.356274
1,4,5365.54161,77095.0,68.0,22.0,59.0,461.841879
2,1,4306.55935,26322.0,111.0,8.0,94.0,180.346146
1,3,5970.816921,25125.0,81.0,12.0,91.0,583.2
0,7,8879.790017,52583.0,113.0,12.0,59.0,528.20086
1,3,4458.113369,17622.0,65.0,1.0,36.0,312.0
0,3,5565.892477,90607.0,70.0,8.0,89.0,311.514116
0,4,5813.242121,42795.0,73.0,2.0,38.0,350.4
0,7,8365.963454,27042.0,110.0,17.0,3.0,1263.325007
1,2,7275.921106,27984.0,62.0,7.0,51.0,445.361629
0,2,15083.78498,26021.0,126.0,6.0,32.0,331.847478
0,2,8458.912476,25448.0,71.0,11.0,59.0,345.022359
0,2,8010.968982,52009.0,68.0,20.0,29.0,250.416569
0,1,2514.428561,23504.0,69.0,19.0,56.0,374.399828
3,9,4112.625047,0.0,71.0,16.0,90.0,569.761582
1,1,4369.697742,40774.0,110.0,28.0,59.0,394.968488
1,4,7356.010439,36812.0,92.0,23.0,98.0,392.695097
0,2,10656.88195,72540.0,88.0,7.0,3.0,631.743039
2,5,5365.975978,51240.0,70.0,0.0,37.0,283.849464
1,4,6047.02516,20396.0,76.0,15.0,60.0,364.8
0,1,2885.742441,35654.0,72.0,17.0,19.0,515.122954
0,1,2635.148447,93884.0,65.0,7.0,10.0,312.0
0,1,2413.888405,0.0,68.0,6.0,35.0,379.209349
0,9,8341.929905,30344.0,107.0,29.0,79.0,342.832065
0,1,2487.256248,28738.0,62.0,2.0,95.0,81.609951
0,7,9212.613275,70958.0,115.0,1.0,57.0,115.400119
0,2,16407.66461,22103.0,109.0,16.0,31.0,160.338007
0,6,7017.145586,0.0,103.0,29.0,91.0,741.6
0,4,5481.502923,70795.0,68.0,10.0,95.0,177.948654
0,4,10382.38098,32821.0,129.0,35.0,40.0,25.89566
0,3,5498.940679,22520.0,73.0,17.0,64.0,350.4
0,9,4846.322223,0.0,72.0,31.0,75.0,518.4
0,2,14718.11779,56263.0,93.0,27.0,31.0,446.4
0,2,9656.759549,0.0,72.0,17.0,52.0,345.6
0,5,4466.101762,0.0,64.0,25.0,33.0,307.2
0,2,21423.63723,0.0,65.0,9.0,31.0,312.0
1,1,2531.73969,31993.0,66.0,14.0,4.0,39.627399
0,8,8378.357502,40994.0,106.0,8.0,94.0,60.227339
0,8,5093.007525,29638.0,64.0,19.0,16.0,307.2
0,2,13352.56134,0.0,119.0,18.0,65.0,729.595208
0,2,14206.98091,26056.0,73.0,17.0,73.0,355.558088
0,3,10232.85415,22821.0,131.0,26.0,99.0,740.05751
0,2,15435.68882,84581.0,96.0,25.0,50.0,4.334425
0,2,8641.046574,22193.0,74.0,13.0,74.0,415.535724
1,2,7334.915821,30969.0,63.0,26.0,79.0,358.225234
0,5,7462.926263,70263.0,93.0,30.0,66.0,7.345946
3,1,3635.028312,35056.0,96.0,12.0,52.0,460.8
0,4,5525.836623,73435.0,69.0,9.0,25.0,331.2
0,1,4335.353131,86096.0,108.0,30.0,1.0,518.4
0,1,4832.117309,0.0,139.0,6.0,9.0,1000.8
0,7,9267.920019,55808.0,116.0,31.0,4.0,551.413755
0,2,14700.49784,29695.0,94.0,34.0,66.0,554.143798
0,3,4905.127076,88043.0,61.0,2.0,43.0,188.717606
0,3,7289.297853,60875.0,92.0,0.0,84.0,410.846025
0,2,8478.824155,0.0,77.0,25.0,48.0,12.603783
0,8,7952.836873,0.0,118.0,0.0,67.0,849.6
0,1,2869.997625,70974.0,71.0,15.0,0.0,340.8
0,6,10529.84867,37518.0,131.0,35.0,91.0,472.850932
0,4,5497.659883,28128.0,70.0,6.0,52.0,336.0
3,4,7090.468528,45254.0,93.0,4.0,25.0,446.4
0,2,26416.25478,85537.0,108.0,4.0,91.0,285.276083
1,1,2727.682464,74608.0,68.0,11.0,4.0,407.68374
3,2,11814.53241,41004.0,102.0,15.0,26.0,489.6
0,1,4090.750678,38884.0,102.0,4.0,87.0,423.819864
0,6,5181.620895,97131.0,64.0,5.0,80.0,307.2
0,7,6172.392406,0.0,84.0,6.0,93.0,403.2
0,1,2487.358049,22331.0,64.0,11.0,12.0,61.20919
0,2,13094.2046,37541.0,109.0,10.0,31.0,96.212835
0,5,4688.459288,27357.0,61.0,19.0,48.0,292.8
0,1,2703.466256,0.0,72.0,19.0,48.0,41.927219
0,2,11315.20373,11885.0,101.0,18.0,39.0,484.8
0,8,8679.838135,52717.0,109.0,5.0,60.0,60.151529
0,3,5979.724161,57693.0,76.0,16.0,56.0,547.2
0,2,10996.71336,0.0,104.0,29.0,73.0,748.8
0,2,11718.41696,73903.0,73.0,30.0,39.0,439.361029
3,6,6941.872931,0.0,111.0,3.0,73.0,532.8
0,1,2551.314013,79452.0,65.0,33.0,75.0,187.683707
0,2,10656.88195,72540.0,88.0,7.0,3.0,631.743039
0,6,9333.333631,89513.0,116.0,5.0,12.0,232.945977
0,2,7507.455372,60920.0,64.0,10.0,61.0,231.201886
1,4,5320.081159,88669.0,66.0,9.0,18.0,213.574473
0,3,8609.158215,79090.0,107.0,2.0,74.0,289.040734
0,2,12298.6863,17101.0,113.0,1.0,88.0,542.4
0,2,7285.030983,44788.0,61.0,6.0,48.0,386.031248
1,3,6714.070698,0.0,93.0,8.0,42.0,604.270179
0,1,2810.464447,26790.0,71.0,4.0,41.0,340.8
0,2,15320.37177,81955.0,126.0,3.0,21.0,720.054248
0,2,8488.561363,80213.0,70.0,12.0,17.0,440.268527
0,1,2379.195759,0.0,66.0,3.0,21.0,90.989464
1,8,13334.26763,47950.0,170.0,23.0,86.0,780.990942
4,1,3123.080994,0.0,101.0,1.0,83.0,960.115399
0,1,2382.706153,0.0,65.0,8.0,50.0,312.0
0,2,7812.889738,72353.0,66.0,27.0,15.0,316.8
0,2,14024.35839,81872.0,115.0,10.0,55.0,256.43803
0,5,5334.784887,74606.0,68.0,2.0,34.0,109.112713
0,3,9700.35416,0.0,138.0,23.0,54.0,993.6
0,9,5703.288862,41438.0,72.0,8.0,39.0,323.836677
2,1,4280.747008,52679.0,110.0,25.0,21.0,528.0
0,1,3398.052277,0.0,101.0,4.0,60.0,1183.780098
0,2,11044.10847,44524.0,70.0,28.0,42.0,200.768848
3,1,3237.996209,60244.0,83.0,3.0,72.0,326.281835
0,2,25805.26839,22711.0,82.0,8.0,74.0,393.6
0,2,17497.52201,0.0,73.0,9.0,94.0,350.4
0,2,22261.0224,50398.0,71.0,18.0,51.0,339.42418
1,2,9006.598402,0.0,86.0,19.0,99.0,412.8
0,2,9904.977027,0.0,66.0,1.0,73.0,475.2
0,5,7432.203079,0.0,102.0,16.0,34.0,1037.274096
0,3,8150.573759,0.0,114.0,11.0,20.0,1310.46158
0,3,4956.247235,87197.0,63.0,35.0,45.0,247.402353
0,3,6537.051379,0.0,100.0,22.0,24.0,720.0
0,4,9448.833931,85221.0,117.0,11.0,42.0,516.907624
1,6,7519.133631,96306.0,95.0,12.0,17.0,185.355353
0,1,2409.368488,0.0,66.0,3.0,97.0,316.8
0,2,17041.4383,22249.0,64.0,4.0,88.0,455.191595
0,3,4398.047053,0.0,62.0,6.0,62.0,382.067564
0,1,5470.060561,54507.0,138.0,20.0,11.0,702.990032
4,1,3173.032243,0.0,101.0,34.0,52.0,484.8
0,1,2560.691306,30027.0,65.0,13.0,10.0,312.0
2,1,3387.77901,23156.0,88.0,9.0,6.0,422.4
0,4,6439.330195,0.0,93.0,7.0,85.0,669.6
0,4,7078.948599,23222.0,90.0,10.0,66.0,252.938842
0,1,2417.763236,0.0,65.0,16.0,90.0,468.0
0,2,20492.7355,27317.0,102.0,30.0,12.0,489.6
1,3,7805.31287,21073.0,106.0,25.0,54.0,508.8
0,2,11218.44173,69268.0,93.0,31.0,20.0,19.170855
1,5,5427.484591,74561.0,68.0,0.0,23.0,234.393625
0,1,2592.437797,72421.0,65.0,8.0,23.0,312.0
0,1,2601.351096,0.0,71.0,4.0,18.0,17.029835
0,2,8433.228985,57961.0,72.0,27.0,64.0,38.513959
0,1,2967.670797,35205.0,76.0,7.0,11.0,178.839506
0,8,5380.091626,0.0,74.0,19.0,41.0,59.026302
0,2,8059.893671,72309.0,68.0,3.0,51.0,244.727144
2,4,8444.840217,76352.0,109.0,17.0,9.0,501.83778
2,2,9655.442955,0.0,100.0,30.0,4.0,720.0
0,3,8178.235107,29057.0,102.0,22.0,24.0,489.6
0,1,2353.179121,0.0,66.0,11.0,73.0,501.153571
0,9,8058.659713,25595.0,101.0,5.0,86.0,484.8
0,2,8012.365866,58058.0,67.0,28.0,49.0,355.198918
0,2,16473.16905,22828.0,106.0,11.0,54.0,508.8
0,8,5907.151868,0.0,81.0,8.0,47.0,390.161912
0,2,8257.666512,23815.0,73.0,4.0,47.0,424.330166
3,4,4954.292104,45329.0,65.0,13.0,7.0,312.0
0,2,43026.52149,59349.0,119.0,15.0,41.0,222.032326
0,1,3794.964613,19794.0,105.0,1.0,78.0,504.0
0,1,2537.383207,92401.0,64.0,30.0,37.0,50.359627
0,6,8026.04923,0.0,109.0,10.0,20.0,898.430079
1,6,7786.676381,83000.0,97.0,29.0,76.0,378.5566
0,7,5256.923177,77693.0,65.0,30.0,15.0,225.045919
0,2,8256.2978,62902.0,69.0,14.0,94.0,159.383042
2,1,2453.336242,0.0,70.0,5.0,70.0,449.601961
0,1,4312.769798,43386.0,111.0,17.0,35.0,413.002348
0,3,5556.91458,29120.0,72.0,31.0,77.0,345.6
0,3,8693.995589,48893.0,110.0,9.0,26.0,787.88953
0,7,11830.95192,92931.0,146.0,6.0,38.0,503.144025
0,1,4506.485006,15462.0,115.0,34.0,18.0,611.941558
0,3,4159.593921,0.0,62.0,1.0,64.0,446.4
0,1,4462.445111,70088.0,112.0,0.0,33.0,536.481665
0,1,2515.259002,25558.0,63.0,31.0,11.0,453.6
0,3,8007.399376,0.0,112.0,12.0,93.0,537.6
0,3,9901.278118,0.0,134.0,24.0,51.0,643.2
0,4,12282.84085,36328.0,155.0,6.0,21.0,388.148089
1,2,44468.02303,32948.0,127.0,20.0,46.0,1428.972913
0,4,8184.585992,69114.0,103.0,9.0,68.0,162.199584
0,2,16007.94954,45302.0,133.0,4.0,34.0,638.4
0,4,6361.845408,0.0,88.0,28.0,23.0,110.527627
0,4,8736.501241,53173.0,112.0,30.0,57.0,1169.409787
3,1,4334.064096,23904.0,123.0,1.0,67.0,590.4
0,1,4376.363592,63774.0,111.0,18.0,63.0,60.036683
0,3,9294.088719,67544.0,116.0,2.0,15.0,556.8
0,1,2543.003943,26691.0,65.0,7.0,51.0,312.0
0,2,6582.450781,0.0,62.0,3.0,44.0,297.6
0,1,4686.469674,58089.0,118.0,31.0,83.0,566.4
0,2,14325.15261,0.0,136.0,30.0,75.0,652.8
0,2,12743.35175,99583.0,64.0,35.0,85.0,99.674341
0,1,2434.08581,0.0,68.0,28.0,65.0,271.489602
0,2,25107.09812,24410.0,73.0,5.0,51.0,350.4
2,2,13432.00289,68956.0,118.0,12.0,8.0,118.538444
0,1,2753.780996,0.0,73.0,29.0,82.0,298.671049
0,7,8653.302322,20588.0,113.0,6.0,86.0,586.390393
0,4,7057.888812,37840.0,90.0,31.0,9.0,432.0
0,7,5906.940238,43440.0,74.0,13.0,52.0,128.21198
1,1,2937.424534,83195.0,73.0,18.0,36.0,332.693627
0,3,4974.235309,0.0,70.0,18.0,74.0,336.0
0,1,4268.618821,43209.0,110.0,12.0,16.0,528.0
0,1,4601.913754,37308.0,115.0,2.0,51.0,552.0
0,1,2404.633766,22239.0,62.0,34.0,85.0,297.6
1,4,7638.442811,66106.0,95.0,10.0,25.0,250.323257
0,1,4623.624811,97065.0,117.0,10.0,0.0,561.6
0,3,5470.181751,24910.0,69.0,12.0,79.0,746.107437
5,6,4999.34581,49414.0,68.0,8.0,82.0,159.631303
0,2,15956.51879,61148.0,132.0,28.0,25.0,98.206649
0,7,9275.681452,52494.0,119.0,5.0,69.0,571.2
0,7,7595.335237,20538.0,104.0,25.0,64.0,499.2
0,2,24258.71383,0.0,89.0,35.0,22.0,538.689882
0,2,24636.96719,73716.0,103.0,2.0,91.0,162.662641
0,1,2810.464447,26790.0,71.0,4.0,41.0,340.8
0,1,2337.356699,0.0,65.0,31.0,52.0,468.0
0,1,4668.043154,53252.0,117.0,1.0,76.0,561.6
0,5,10972.06778,24164.0,137.0,2.0,40.0,657.6
0,2,34611.37896,20090.0,109.0,10.0,59.0,523.2
0,1,2478.833596,81721.0,63.0,11.0,5.0,133.90029
0,2,26197.41498,18495.0,113.0,10.0,15.0,542.4
0,3,6282.079645,42314.0,80.0,23.0,78.0,56.39419
0,9,10954.38352,89892.0,135.0,9.0,6.0,526.248798
1,1,3164.378577,0.0,92.0,33.0,41.0,662.4
4,8,7804.597655,0.0,117.0,18.0,84.0,91.055318
0,3,5207.197499,21576.0,65.0,27.0,16.0,312.0
0,1,2886.451602,10312.0,78.0,10.0,63.0,486.278557
0,1,2483.642397,50632.0,62.0,26.0,42.0,54.961039
0,1,4896.261605,0.0,139.0,5.0,29.0,1000.8
5,3,4928.001408,97917.0,67.0,14.0,32.0,279.184512
0,9,8759.592518,28280.0,116.0,7.0,55.0,556.8
0,3,11281.52451,86195.0,139.0,12.0,10.0,601.667902
0,1,4315.6705,89797.0,106.0,19.0,8.0,70.958361
0,5,4491.909095,0.0,63.0,16.0,5.0,302.4
0,2,8270.625331,44656.0,70.0,2.0,80.0,336.0
0,2,12731.95161,40870.0,105.0,3.0,56.0,504.0
0,1,4167.094538,0.0,117.0,8.0,64.0,94.94292
0,3,10455.48983,28363.0,133.0,0.0,35.0,638.4
0,3,7074.398104,94508.0,88.0,27.0,54.0,491.384479
0,2,7046.478698,0.0,64.0,24.0,73.0,324.695555
0,2,13357.44544,0.0,124.0,13.0,1.0,696.034509
1,2,18708.75831,0.0,77.0,10.0,36.0,554.4
0,3,8169.334846,0.0,116.0,10.0,99.0,835.2
0,9,8583.272854,18017.0,114.0,23.0,54.0,547.2
0,2,12234.36232,0.0,117.0,15.0,68.0,930.594707
0,6,7185.673718,63741.0,91.0,25.0,15.0,36.980596
1,8,9060.204521,57078.0,113.0,26.0,13.0,542.4
0,1,2336.177331,0.0,67.0,21.0,28.0,458.661381
0,7,7995.41091,25239.0,100.0,30.0,59.0,150.96491
0,7,5897.555427,29227.0,74.0,0.0,83.0,421.19002
0,1,3939.00637,60021.0,99.0,12.0,28.0,882.871945
0,1,2695.352444,0.0,73.0,23.0,59.0,780.57363
0,4,5459.216794,83208.0,68.0,10.0,93.0,325.866271
0,2,10721.61076,25983.0,90.0,32.0,43.0,432.0
0,1,2491.257604,25965.0,65.0,23.0,27.0,329.206567
0,4,5570.17755,22679.0,72.0,25.0,32.0,345.6
4,3,5100.737803,41186.0,70.0,15.0,29.0,242.320409
0,2,7633.821822,0.0,67.0,7.0,4.0,445.702958
2,3,4656.665064,29070.0,61.0,8.0,99.0,292.8
0,7,4363.1982,0.0,63.0,13.0,49.0,302.4
0,1,2526.729022,33485.0,63.0,6.0,41.0,343.705799
0,3,5122.718927,58206.0,64.0,2.0,56.0,454.188803
0,1,2483.544888,87492.0,62.0,15.0,69.0,264.461805
0,1,3489.276369,0.0,98.0,29.0,37.0,705.6
3,9,7325.917302,20757.0,102.0,6.0,74.0,216.4268
0,8,4841.057535,23449.0,61.0,33.0,2.0,292.8
0,2,32450.39142,60455.0,104.0,20.0,25.0,499.2
4,1,2628.171324,0.0,89.0,12.0,73.0,640.8
0,1,3095.627124,53588.0,77.0,10.0,71.0,369.6
0,2,12731.95161,40870.0,105.0,3.0,56.0,504.0
0,1,2631.564135,0.0,71.0,11.0,68.0,340.8
0,2,35984.10457,0.0,129.0,2.0,69.0,1267.549091
0,1,2906.893312,45128.0,72.0,13.0,34.0,66.667784
4,3,10628.06415,90874.0,137.0,18.0,28.0,459.785009
0,5,7590.961288,52823.0,95.0,7.0,15.0,125.768818
0,8,5108.038755,26784.0,67.0,14.0,82.0,482.4
0,2,13989.84697,22354.0,118.0,27.0,9.0,775.526054
0,1,3115.704933,54420.0,80.0,27.0,0.0,576.0
0,2,13369.44267,50800.0,112.0,1.0,45.0,621.218119
1,2,8621.185568,0.0,87.0,12.0,12.0,417.6
0,2,10359.01985,84583.0,65.0,6.0,50.0,238.868659
3,1,3241.838403,33701.0,88.0,14.0,22.0,460.815578
0,4,4344.99018,0.0,63.0,21.0,27.0,462.63613
0,7,5332.462694,68931.0,66.0,32.0,30.0,309.577946
0,4,7692.456014,0.0,105.0,1.0,37.0,504.0
1,2,26223.81193,0.0,115.0,22.0,15.0,828.0
0,2,11610.25439,41503.0,73.0,28.0,69.0,15.001594
0,8,8937.118615,0.0,126.0,16.0,69.0,604.8
0,1,2462.859762,0.0,69.0,9.0,68.0,427.25055
0,1,2300.691547,25905.0,63.0,21.0,12.0,302.4
0,1,4078.023331,0.0,116.0,18.0,86.0,835.2
0,1,2868.598866,40046.0,73.0,10.0,51.0,118.509791
0,1,4428.031583,58577.0,110.0,6.0,62.0,303.872752
1,1,4061.590219,70129.0,103.0,24.0,57.0,130.495798
0,1,4904.894731,12902.0,139.0,3.0,51.0,667.2
0,5,10827.87278,62053.0,134.0,3.0,89.0,614.03209
0,4,5745.121547,30389.0,73.0,34.0,66.0,278.932051
0,1,2423.259778,15585.0,65.0,22.0,24.0,67.618365
5,5,5926.729379,23091.0,96.0,28.0,90.0,460.8
0,9,4605.036646,22571.0,63.0,29.0,51.0,302.4
0,1,2132.771675,0.0,61.0,0.0,62.0,691.677138
3,1,2643.71574,0.0,82.0,14.0,56.0,393.6
0,3,5824.224192,73976.0,73.0,27.0,84.0,338.529369
0,3,6889.6161,30814.0,87.0,8.0,96.0,417.6
0,1,3008.099115,80681.0,74.0,31.0,12.0,355.2
0,1,3286.171949,60934.0,82.0,15.0,64.0,393.6
2,2,13552.77776,0.0,62.0,19.0,3.0,446.4
0,9,5166.190278,80797.0,64.0,21.0,47.0,300.940297
0,1,2945.998877,89410.0,74.0,11.0,50.0,95.997363
1,1,4863.470811,52728.0,127.0,34.0,34.0,609.6
0,3,4892.617128,43199.0,61.0,23.0,31.0,334.007478
0,1,3337.59441,43510.0,83.0,8.0,75.0,238.088581
0,8,5246.278375,28909.0,66.0,15.0,66.0,456.702735
0,9,9031.214859,0.0,122.0,15.0,47.0,650.52179
2,1,3580.076125,71176.0,91.0,3.0,62.0,278.072755
0,6,9802.548509,84429.0,123.0,11.0,2.0,115.07234
1,9,4825.651946,61613.0,61.0,6.0,20.0,40.562432
0,1,3203.303695,68370.0,80.0,0.0,45.0,244.158446
1,9,5659.139938,52389.0,72.0,29.0,8.0,345.6
0,1,4144.868939,64478.0,103.0,30.0,92.0,8.281829
0,2,13770.97618,59207.0,116.0,23.0,21.0,556.8
0,1,3716.479655,17162.0,96.0,15.0,29.0,460.8
4,1,3123.080994,0.0,101.0,1.0,83.0,960.115399
0,2,12168.74492,14973.0,115.0,2.0,75.0,828.0
0,1,2674.730716,56342.0,69.0,12.0,89.0,331.2
1,2,12741.84754,73054.0,106.0,34.0,36.0,419.365958
0,1,4037.547258,21586.0,106.0,6.0,5.0,1056.291709
0,5,8628.303301,0.0,117.0,11.0,63.0,842.4
0,2,8217.427595,84815.0,68.0,9.0,37.0,279.996658
0,2,26197.41498,18495.0,113.0,10.0,15.0,542.4
1,2,8110.536059,36554.0,70.0,6.0,62.0,433.38842
0,9,4766.367352,0.0,68.0,3.0,36.0,656.959783
1,8,8819.018934,99845.0,110.0,23.0,25.0,528.0
0,3,5171.272924,0.0,69.0,13.0,90.0,344.469652
0,1,3896.572719,10853.0,104.0,11.0,18.0,350.306385
0,4,6005.027312,23749.0,77.0,20.0,6.0,151.550875
2,2,6869.185344,0.0,69.0,18.0,71.0,331.2
0,1,3054.541283,0.0,88.0,29.0,19.0,422.4
0,6,4874.216555,92783.0,61.0,1.0,47.0,6.671268
0,1,2747.429661,83502.0,68.0,25.0,36.0,368.963633
3,2,8717.049833,83846.0,74.0,22.0,94.0,355.2
1,1,4099.659085,18606.0,110.0,12.0,45.0,568.844905
0,2,8189.967712,72191.0,68.0,19.0,48.0,209.387509
0,5,5225.03143,57733.0,66.0,24.0,66.0,393.528054
0,6,7949.28426,63688.0,99.0,28.0,93.0,475.2
0,1,3135.405606,55855.0,79.0,10.0,71.0,272.9955
0,1,3939.00637,60021.0,99.0,12.0,28.0,882.871945
0,7,5325.724541,0.0,73.0,17.0,44.0,496.474767
0,2,19483.24011,74300.0,122.0,23.0,38.0,354.55391
0,1,3459.230941,0.0,96.0,6.0,8.0,460.8
0,2,17103.79173,51747.0,71.0,8.0,71.0,340.8
2,1,2753.312714,28887.0,73.0,16.0,15.0,425.81795
3,5,4420.248983,0.0,68.0,0.0,93.0,546.420009
0,1,2756.472584,43540.0,70.0,29.0,60.0,117.585017
